end_of_interval	out
2000-06-27 00:00:00	20.745
2000-06-28 00:00:00	20.3118
2000-06-29 00:00:00	21.2133
2000-06-30 00:00:00	20.405
2000-07-01 00:00:00	20.5282
2000-07-02 00:00:00	20.061
2000-07-03 00:00:00	20.589
2000-07-04 00:00:00	19.4088
2000-07-05 00:00:00	19.7447
2000-07-06 00:00:00	18.8573
2000-07-07 00:00:00	18.5215
2000-07-08 00:00:00	19.0353
2000-07-09 00:00:00	19.3359
2000-07-10 00:00:00	19.5461
2000-07-11 00:00:00	20.2085
2000-07-12 00:00:00	21.289
2000-07-13 00:00:00	17.2104
2000-07-14 00:00:00	19.2478
2000-07-15 00:00:00	19.8802
2000-07-16 00:00:00	19.3937
2000-07-17 00:00:00	18.8632
2000-07-18 00:00:00	21.5278
2000-07-19 00:00:00	21.1793
2000-07-20 00:00:00	21.3188
2000-07-21 00:00:00	19.4866
2000-07-22 00:00:00	20.1067
2000-07-23 00:00:00	18.3111
2000-07-24 00:00:00	18.7489
2000-07-25 00:00:00	19.0533
2000-07-26 00:00:00	20.7125
2000-07-27 00:00:00	20.5269
2000-07-28 00:00:00	18.4779
2000-07-29 00:00:00	18.9914
2000-07-30 00:00:00	17.8806
2000-07-31 00:00:00	19.4529
2000-08-01 00:00:00	20.6873
2000-08-02 00:00:00	20.0139
2000-08-03 00:00:00	19.3068
2000-08-04 00:00:00	19.8966
2000-08-05 00:00:00	20.6519
2000-08-06 00:00:00	20.1075
2000-08-07 00:00:00	19.336
2000-08-08 00:00:00	19.4429
2000-08-09 00:00:00	20.1309
2000-08-10 00:00:00	18.6046
2000-08-11 00:00:00	18.6573
2000-08-12 00:00:00	18.7053
2000-08-13 00:00:00	19.4461
2000-08-14 00:00:00	20.0327
2000-08-15 00:00:00	18.3551
2000-08-16 00:00:00	18.0089
2000-08-17 00:00:00	18.4139
2000-08-18 00:00:00	18.6876
2000-08-19 00:00:00	20.0502
2000-08-20 00:00:00	20.7616
2000-08-21 00:00:00	20.366
2000-08-22 00:00:00	19.8281
2000-08-23 00:00:00	19.4327
2000-08-24 00:00:00	20.8424
2000-08-25 00:00:00	21.9188
2000-08-26 00:00:00	19.5551
2000-08-27 00:00:00	18.8028
2000-08-28 00:00:00	18.798
2000-08-29 00:00:00	20.9887
2000-08-30 00:00:00	21.2681
2000-08-31 00:00:00	20.1512
2000-09-01 00:00:00	19.7103
2000-09-02 00:00:00	20.028
2000-09-03 00:00:00	19.3652
