end_of_interval	Met
2014-05-28 18:00:00	 59.01000          
2014-05-29 18:00:00	 75.10000          
2014-05-30 18:00:00	 46.75000          
2014-05-31 18:00:00	 40.76000          
2014-06-01 18:00:00	 32.70000          
2014-06-02 18:00:00	 36.69000          
2014-06-03 18:00:00	 57.47000          
2014-06-04 18:00:00	 51.24000          
2014-06-05 18:00:00	 45.76000          
2014-06-06 18:00:00	 95.70000          
2014-06-07 18:00:00	 52.57000          
2014-06-08 18:00:00	 47.86000          
2014-06-09 18:00:00	 44.58000          
2014-06-10 18:00:00	 42.43000          
2014-06-11 18:00:00	 42.16000          
2014-06-12 18:00:00	 25.95000          
2014-06-13 18:00:00	 32.15000          
2014-06-14 18:00:00	 21.86000          
2014-06-15 18:00:00	 20.48000          
2014-06-16 18:00:00	 22.37000          
2014-06-17 18:00:00	 58.14000          
2014-06-18 18:00:00	 58.52000          
2014-06-19 18:00:00	 49.41000          
2014-06-20 18:00:00	 43.97000          
2014-06-21 18:00:00	 53.57000          
2014-06-22 18:00:00	 82.30000          
2014-06-23 18:00:00	 88.90000          
2014-06-24 18:00:00	 83.80000          
2014-06-25 18:00:00	 66.84000          
2014-06-26 18:00:00	 49.92000          
2014-06-27 18:00:00	 49.46000          
2014-06-28 18:00:00	 59.75000          
2014-06-29 18:00:00	 52.45000          
2014-06-30 18:00:00	 50.31000          
2014-07-01 18:00:00	 54.54000          
2014-07-02 18:00:00	 58.42000          
2014-07-03 18:00:00	 53.33000          
2014-07-04 18:00:00	 55.26000          
2014-07-05 18:00:00	 61.47000          
2014-07-06 18:00:00	 70.70000          
2014-07-07 18:00:00	 42.52000          
2014-07-08 18:00:00	 51.95000          
2014-07-09 18:00:00	 35.48000          
2014-07-10 18:00:00	 23.62000          
2014-07-11 18:00:00	 19.18000          
2014-07-12 18:00:00	 34.01000          
2014-07-13 18:00:00	 37.55000          
2014-07-14 18:00:00	 41.67000          
2014-07-15 18:00:00	 48.50000          
2014-07-16 18:00:00	 25.74000          
2014-07-17 18:00:00	 38.91000          
2014-07-18 18:00:00	 57.42000          
2014-07-19 18:00:00	 63.97000          
2014-07-20 18:00:00	 53.64000          
2014-07-21 18:00:00	 47.81000          
2014-07-22 18:00:00	 42.65000          
2014-07-23 18:00:00	 59.28000          
2014-07-24 18:00:00	 58.14000          
2014-07-25 18:00:00	 62.31000          
2014-07-26 18:00:00	 43.17000          
2014-07-27 18:00:00	 45.31000          
2014-07-28 18:00:00	 56.00000          
2014-07-29 18:00:00	 40.09000          
2014-07-30 18:00:00	 38.40000          
2014-07-31 18:00:00	 63.95000          
2014-08-01 18:00:00	 57.42000          
2014-08-02 18:00:00	 75.30000          
2014-08-03 18:00:00	 51.54000          
2014-08-04 18:00:00	 39.74000          
