end_of_interval	NSA
2014-05-21 01:00:00	10.100000          
2014-05-21 02:00:00	 9.366667          
2014-05-21 03:00:00	 9.116667          
2014-05-21 04:00:00	 8.816667          
2014-05-21 05:00:00	 9.516667          
2014-05-21 06:00:00	10.766667          
2014-05-21 07:00:00	12.000000          
2014-05-21 08:00:00	11.716667          
2014-05-21 09:00:00	10.133333          
2014-05-21 10:00:00	11.616667          
2014-05-21 11:00:00	 9.366667          
2014-05-21 12:00:00	12.500000          
2014-05-21 13:00:00	13.450000          
2014-05-21 14:00:00	13.200000          
2014-05-21 15:00:00	15.066667          
2014-05-21 16:00:00	14.316667          
2014-05-21 17:00:00	13.016667          
2014-05-21 18:00:00	12.216667          
2014-05-21 19:00:00	11.516667          
2014-05-21 20:00:00	11.266667          
2014-05-21 21:00:00	10.900000          
2014-05-21 22:00:00	10.800000          
2014-05-21 23:00:00	10.883333          
2014-05-22 00:00:00	10.166667          
2014-05-22 01:00:00	10.116667          
2014-05-22 02:00:00	10.083333          
2014-05-22 03:00:00	 9.833333          
2014-05-22 04:00:00	10.150000          
2014-05-22 05:00:00	10.666667          
2014-05-22 06:00:00	11.766667          
2014-05-22 07:00:00	13.233333          
2014-05-22 08:00:00	14.500000          
2014-05-22 09:00:00	16.483333          
2014-05-22 10:00:00	17.516667          
2014-05-22 11:00:00	18.366667          
2014-05-22 12:00:00	17.416667          
2014-05-22 13:00:00	15.900000          
2014-05-22 14:00:00	15.283333          
2014-05-22 15:00:00	14.633333          
2014-05-22 16:00:00	14.766667          
2014-05-22 17:00:00	14.850000          
2014-05-22 18:00:00	14.233333          
2014-05-22 19:00:00	13.300000          
2014-05-22 20:00:00	12.416667          
2014-05-22 21:00:00	11.583333          
2014-05-22 22:00:00	11.466667          
2014-05-22 23:00:00	11.450000          
2014-05-23 00:00:00	11.283333          
2014-05-23 01:00:00	10.933333          
2014-05-23 02:00:00	11.166667          
2014-05-23 03:00:00	11.366667          
2014-05-23 04:00:00	11.483333          
2014-05-23 05:00:00	11.933333          
2014-05-23 06:00:00	13.066667          
2014-05-23 07:00:00	13.500000          
2014-05-23 08:00:00	14.333333          
2014-05-23 09:00:00	15.350000          
2014-05-23 10:00:00	16.033333          
2014-05-23 11:00:00	16.983333          
2014-05-23 12:00:00	17.716667          
2014-05-23 13:00:00	18.483333          
2014-05-23 14:00:00	18.633333          
2014-05-23 15:00:00	17.650000          
2014-05-23 16:00:00	17.333333          
2014-05-23 17:00:00	16.800000          
2014-05-23 18:00:00	14.916667          
2014-05-23 19:00:00	12.833333          
2014-05-23 20:00:00	11.516667          
2014-05-23 21:00:00	10.733333          
2014-05-23 22:00:00	10.233333          
2014-05-23 23:00:00	 9.600000          
2014-05-24 00:00:00	 8.766667          
2014-05-24 01:00:00	 8.666667          
2014-05-24 02:00:00	 8.116667          
2014-05-24 03:00:00	 8.033333          
2014-05-24 04:00:00	 7.616667          
2014-05-24 05:00:00	 8.450000          
2014-05-24 06:00:00	11.100000          
2014-05-24 07:00:00	13.533333          
2014-05-24 08:00:00	15.283333          
2014-05-24 09:00:00	16.666667          
2014-05-24 10:00:00	17.883333          
2014-05-24 11:00:00	18.550000          
2014-05-24 12:00:00	19.033333          
2014-05-24 13:00:00	19.283333          
2014-05-24 14:00:00	19.150000          
2014-05-24 15:00:00	18.366667          
2014-05-24 16:00:00	17.666667          
2014-05-24 17:00:00	16.100000          
2014-05-24 18:00:00	14.300000          
2014-05-24 19:00:00	12.633333          
2014-05-24 20:00:00	11.283333          
2014-05-24 21:00:00	10.350000          
2014-05-24 22:00:00	 9.800000          
2014-05-24 23:00:00	 9.300000          
2014-05-25 00:00:00	 8.683333          
2014-05-25 01:00:00	 7.516667          
2014-05-25 02:00:00	 7.316667          
2014-05-25 03:00:00	 7.250000          
2014-05-25 04:00:00	 8.116667          
2014-05-25 05:00:00	 9.383333          
2014-05-25 06:00:00	11.616667          
2014-05-25 07:00:00	13.666667          
2014-05-25 08:00:00	15.150000          
2014-05-25 09:00:00	16.900000          
2014-05-25 10:00:00	17.300000          
2014-05-25 11:00:00	16.916667          
2014-05-25 12:00:00	17.483333          
2014-05-25 13:00:00	17.766667          
2014-05-25 14:00:00	17.266667          
2014-05-25 15:00:00	17.083333          
2014-05-25 16:00:00	16.883333          
2014-05-25 17:00:00	15.633333          
2014-05-25 18:00:00	13.850000          
2014-05-25 19:00:00	12.250000          
2014-05-25 20:00:00	11.300000          
2014-05-25 21:00:00	10.200000          
2014-05-25 22:00:00	 9.583333          
2014-05-25 23:00:00	 9.050000          
2014-05-26 00:00:00	 9.166667          
2014-05-26 01:00:00	 8.116667          
2014-05-26 02:00:00	 7.316667          
2014-05-26 03:00:00	 8.250000          
2014-05-26 04:00:00	 7.583333          
2014-05-26 05:00:00	 8.700000          
2014-05-26 06:00:00	11.566667          
2014-05-26 07:00:00	13.883333          
2014-05-26 08:00:00	15.666667          
2014-05-26 09:00:00	17.216667          
2014-05-26 10:00:00	18.516667          
2014-05-26 11:00:00	19.166667          
2014-05-26 12:00:00	20.000000          
2014-05-26 13:00:00	20.466667          
2014-05-26 14:00:00	20.433333          
2014-05-26 15:00:00	18.766667          
2014-05-26 16:00:00	16.833333          
2014-05-26 17:00:00	15.433333          
2014-05-26 18:00:00	14.850000          
2014-05-26 19:00:00	13.233333          
2014-05-26 20:00:00	12.300000          
2014-05-26 21:00:00	11.850000          
2014-05-26 22:00:00	11.300000          
2014-05-26 23:00:00	10.883333          
2014-05-27 00:00:00	10.783333          
2014-05-27 01:00:00	10.716667          
2014-05-27 02:00:00	10.183333          
2014-05-27 03:00:00	 9.816667          
2014-05-27 04:00:00	 9.833333          
2014-05-27 05:00:00	10.500000          
2014-05-27 06:00:00	12.316667          
2014-05-27 07:00:00	14.250000          
2014-05-27 08:00:00	16.200000          
2014-05-27 09:00:00	18.100000          
2014-05-27 10:00:00	19.400000          
2014-05-27 11:00:00	20.066667          
2014-05-27 12:00:00	20.850000          
2014-05-27 13:00:00	20.650000          
2014-05-27 14:00:00	20.083333          
2014-05-27 15:00:00	19.600000          
2014-05-27 16:00:00	18.000000          
2014-05-27 17:00:00	17.183333          
2014-05-27 18:00:00	16.433333          
2014-05-27 19:00:00	15.983333          
2014-05-27 20:00:00	14.816667          
2014-05-27 21:00:00	14.383333          
2014-05-27 22:00:00	14.300000          
2014-05-27 23:00:00	14.283333          
2014-05-28 00:00:00	14.000000          
2014-05-28 01:00:00	13.816667          
2014-05-28 02:00:00	13.366667          
2014-05-28 03:00:00	12.333333          
2014-05-28 04:00:00	12.383333          
2014-05-28 05:00:00	12.800000          
2014-05-28 06:00:00	13.366667          
2014-05-28 07:00:00	14.516667          
2014-05-28 08:00:00	15.550000          
2014-05-28 09:00:00	16.683333          
2014-05-28 10:00:00	17.683333          
2014-05-28 11:00:00	18.250000          
2014-05-28 12:00:00	19.433333          
2014-05-28 13:00:00	19.866667          
2014-05-28 14:00:00	20.416667          
2014-05-28 15:00:00	19.983333          
2014-05-28 16:00:00	19.983333          
2014-05-28 17:00:00	18.666667          
2014-05-28 18:00:00	16.966667          
2014-05-28 19:00:00	15.416667          
2014-05-28 20:00:00	13.650000          
2014-05-28 21:00:00	11.750000          
2014-05-28 22:00:00	10.850000          
2014-05-28 23:00:00	10.950000          
2014-05-29 00:00:00	10.466667          
2014-05-29 01:00:00	10.283333          
2014-05-29 02:00:00	 9.950000          
2014-05-29 03:00:00	 9.933333          
2014-05-29 04:00:00	 9.983333          
2014-05-29 05:00:00	12.016667          
2014-05-29 06:00:00	13.933333          
2014-05-29 07:00:00	16.116667          
2014-05-29 08:00:00	17.800000          
