end_of_interval	Met
2014-05-28 23:00:00	 86.90000          
2014-05-29 23:00:00	 85.10000          
2014-05-30 23:00:00	 84.00000          
2014-05-31 23:00:00	 65.14000          
2014-06-01 23:00:00	 57.24000          
2014-06-02 23:00:00	 88.30000          
2014-06-03 23:00:00	 83.30000          
2014-06-04 23:00:00	 78.50000          
2014-06-05 23:00:00	 88.80000          
2014-06-06 23:00:00	 97.50000          
2014-06-07 23:00:00	 84.50000          
2014-06-08 23:00:00	 82.90000          
2014-06-09 23:00:00	 72.20000          
2014-06-10 23:00:00	 74.70000          
2014-06-11 23:00:00	 59.63000          
2014-06-12 23:00:00	 51.53000          
2014-06-13 23:00:00	 56.82000          
2014-06-14 23:00:00	 50.68000          
2014-06-15 23:00:00	 39.29000          
2014-06-16 23:00:00	 81.30000          
2014-06-17 23:00:00	 84.70000          
2014-06-18 23:00:00	 77.40000          
2014-06-19 23:00:00	 72.30000          
2014-06-20 23:00:00	 80.60000          
2014-06-21 23:00:00	 86.70000          
2014-06-22 23:00:00	 87.60000          
2014-06-23 23:00:00	 92.70000          
2014-06-24 23:00:00	 91.50000          
2014-06-25 23:00:00	 83.80000          
2014-06-26 23:00:00	 84.40000          
2014-06-27 23:00:00	 73.10000          
2014-06-28 23:00:00	 80.20000          
2014-06-29 23:00:00	 80.20000          
2014-06-30 23:00:00	 82.20000          
2014-07-01 23:00:00	 78.70000          
2014-07-02 23:00:00	 83.30000          
2014-07-03 23:00:00	 84.40000          
2014-07-04 23:00:00	 86.70000          
2014-07-05 23:00:00	 81.90000          
2014-07-06 23:00:00	 80.00000          
2014-07-07 23:00:00	 75.50000          
2014-07-08 23:00:00	 77.00000          
2014-07-09 23:00:00	 57.35000          
2014-07-10 23:00:00	 54.22000          
2014-07-11 23:00:00	 44.88000          
2014-07-12 23:00:00	 78.90000          
2014-07-13 23:00:00	 76.30000          
2014-07-14 23:00:00	 75.40000          
2014-07-15 23:00:00	 77.30000          
2014-07-16 23:00:00	 64.50000          
2014-07-17 23:00:00	 81.10000          
2014-07-18 23:00:00	 84.00000          
2014-07-19 23:00:00	 85.90000          
2014-07-20 23:00:00	 79.30000          
2014-07-21 23:00:00	 64.13000          
2014-07-22 23:00:00	 88.30000          
2014-07-23 23:00:00	 83.90000          
2014-07-24 23:00:00	 90.30000          
2014-07-25 23:00:00	 87.70000          
2014-07-26 23:00:00	 87.70000          
2014-07-27 23:00:00	 77.50000          
2014-07-28 23:00:00	 88.20000          
2014-07-29 23:00:00	 62.92000          
2014-07-30 23:00:00	 83.60000          
2014-07-31 23:00:00	 80.20000          
2014-08-01 23:00:00	 79.90000          
2014-08-02 23:00:00	 90.80000          
2014-08-03 23:00:00	 75.90000          
