end_of_interval	any
2017-01-01 00:00:00	446.245878258287
2017-02-01 00:00:00	449.329400493613
2017-03-01 00:00:00	439.013715081517
2017-04-01 00:00:00	410.114557711569
2017-05-01 00:00:00	375.355605106076
2017-06-01 00:00:00	355.545900864889
2017-07-01 00:00:00	362.805048340897
2017-08-01 00:00:00	392.119043441739
2017-09-01 00:00:00	423.982481290433
2017-10-01 00:00:00	441.721081450735
2017-11-01 00:00:00	444.021021667273
2017-12-01 00:00:00	442.574067870818
2018-01-01 00:00:00	446.245878258287
2018-02-01 00:00:00	449.329400493613
2018-03-01 00:00:00	439.013715081517
2018-04-01 00:00:00	410.114557711569
2018-05-01 00:00:00	375.355605106076
2018-06-01 00:00:00	355.545900864889
2018-07-01 00:00:00	362.805048340897
2018-08-01 00:00:00	392.119043441739
2018-09-01 00:00:00	423.982481290433
2018-10-01 00:00:00	441.721081450735
2018-11-01 00:00:00	444.021021667273
2018-12-01 00:00:00	442.574067870818
2019-01-01 00:00:00	446.245878258287
2019-02-01 00:00:00	449.329400493613
2019-03-01 00:00:00	439.013715081517
2019-04-01 00:00:00	410.114557711569
2019-05-01 00:00:00	375.355605106076
2019-06-01 00:00:00	355.545900864889
2019-07-01 00:00:00	362.805048340897
2019-08-01 00:00:00	392.119043441739
2019-09-01 00:00:00	423.982481290433
2019-10-01 00:00:00	441.721081450735
2019-11-01 00:00:00	444.021021667273
2019-12-01 00:00:00	442.574067870818
2020-01-01 00:00:00	446.245878258287
2020-02-01 00:00:00	449.329400493613
2020-03-01 00:00:00	439.013715081517
2020-04-01 00:00:00	410.114557711569
2020-05-01 00:00:00	375.355605106076
2020-06-01 00:00:00	355.545900864889
2020-07-01 00:00:00	362.805048340897
2020-08-01 00:00:00	392.119043441739
2020-09-01 00:00:00	423.982481290433
2020-10-01 00:00:00	441.721081450735
2020-11-01 00:00:00	444.021021667273
2020-12-01 00:00:00	442.574067870818
2021-01-01 00:00:00	446.245878258287
2021-02-01 00:00:00	449.329400493613
2021-03-01 00:00:00	439.013715081517
2021-04-01 00:00:00	410.114557711569
2021-05-01 00:00:00	375.355605106076
2021-06-01 00:00:00	355.545900864889
2021-07-01 00:00:00	362.805048340897
2021-08-01 00:00:00	392.119043441739
2021-09-01 00:00:00	423.982481290433
2021-10-01 00:00:00	441.721081450735
2021-11-01 00:00:00	444.021021667273
2021-12-01 00:00:00	442.574067870818
2022-01-01 00:00:00	446.245878258287
2022-02-01 00:00:00	449.329400493613
2022-03-01 00:00:00	439.013715081517
2022-04-01 00:00:00	410.114557711569
2022-05-01 00:00:00	375.355605106076
2022-06-01 00:00:00	355.545900864889
2022-07-01 00:00:00	362.805048340897
2022-08-01 00:00:00	392.119043441739
2022-09-01 00:00:00	423.982481290433
2022-10-01 00:00:00	441.721081450735
2022-11-01 00:00:00	444.021021667273
2022-12-01 00:00:00	442.574067870818
2023-01-01 00:00:00	446.245878258287
2023-02-01 00:00:00	449.329400493613
2023-03-01 00:00:00	439.013715081517
2023-04-01 00:00:00	410.114557711569
2023-05-01 00:00:00	375.355605106076
2023-06-01 00:00:00	355.545900864889
2023-07-01 00:00:00	362.805048340897
2023-08-01 00:00:00	392.119043441739
2023-09-01 00:00:00	423.982481290433
2023-10-01 00:00:00	441.721081450735
2023-11-01 00:00:00	444.021021667273
2023-12-01 00:00:00	442.574067870818
2024-01-01 00:00:00	446.245878258287
2024-02-01 00:00:00	449.329400493613
2024-03-01 00:00:00	439.013715081517
2024-04-01 00:00:00	410.114557711569
2024-05-01 00:00:00	375.355605106076
2024-06-01 00:00:00	355.545900864889
2024-07-01 00:00:00	362.805048340897
2024-08-01 00:00:00	392.119043441739
2024-09-01 00:00:00	423.982481290433
2024-10-01 00:00:00	441.721081450735
2024-11-01 00:00:00	444.021021667273
2024-12-01 00:00:00	442.574067870818
2025-01-01 00:00:00	446.245878258287
2025-02-01 00:00:00	449.329400493613
2025-03-01 00:00:00	439.013715081517
2025-04-01 00:00:00	410.114557711569
2025-05-01 00:00:00	375.355605106076
2025-06-01 00:00:00	355.545900864889
2025-07-01 00:00:00	362.805048340897
2025-08-01 00:00:00	392.119043441739
2025-09-01 00:00:00	423.982481290433
2025-10-01 00:00:00	441.721081450735
2025-11-01 00:00:00	444.021021667273
2025-12-01 00:00:00	442.574067870818
2026-01-01 00:00:00	446.245878258287
2026-02-01 00:00:00	449.329400493613
2026-03-01 00:00:00	439.013715081517
2026-04-01 00:00:00	410.114557711569
2026-05-01 00:00:00	375.355605106076
2026-06-01 00:00:00	355.545900864889
2026-07-01 00:00:00	362.805048340897
2026-08-01 00:00:00	392.119043441739
2026-09-01 00:00:00	423.982481290433
2026-10-01 00:00:00	441.721081450735
2026-11-01 00:00:00	444.021021667273
2026-12-01 00:00:00	442.574067870818
2027-01-01 00:00:00	446.245878258287
2027-02-01 00:00:00	449.329400493613
2027-03-01 00:00:00	439.013715081517
2027-04-01 00:00:00	410.114557711569
2027-05-01 00:00:00	375.355605106076
2027-06-01 00:00:00	355.545900864889
2027-07-01 00:00:00	362.805048340897
2027-08-01 00:00:00	392.119043441739
2027-09-01 00:00:00	423.982481290433
2027-10-01 00:00:00	441.721081450735
2027-11-01 00:00:00	444.021021667273
2027-12-01 00:00:00	442.574067870818
2028-01-01 00:00:00	446.245878258287
